"","region","year","SST_MJJ","SST_May"
"1","Chatham_Strait",1997,10.0536842105263,7.57718045112782
"2","Chatham_Strait",1998,9.85962406015038,7.92236842105263
"3","Chatham_Strait",1999,8.9000626566416,6.99304511278195
"4","Chatham_Strait",2000,9.67604010025063,7.40496240601504
"5","Chatham_Strait",2001,9.09704260651629,6.7987969924812
"6","Chatham_Strait",2002,8.9243984962406,6.41015037593985
"7","Chatham_Strait",2003,9.91200501253133,7.80823308270677
"8","Chatham_Strait",2004,10.4157268170426,8.05729323308271
"9","Chatham_Strait",2005,10.5903007518797,8.54451127819549
"10","Chatham_Strait",2006,9.73704260651629,7.23067669172932
"11","Chatham_Strait",2007,9.54614035087719,7.17454887218045
"12","Chatham_Strait",2008,8.65259398496241,6.8615037593985
"13","Chatham_Strait",2009,9.78888471177945,7.36364661654135
"14","Chatham_Strait",2010,9.65923558897243,8.05563909774436
"15","Chatham_Strait",2011,9.60951127819549,7.46056390977444
"16","Chatham_Strait",2012,9.19928571428571,7.11996240601504
"17","Chatham_Strait",2013,9.66314536340852,6.80146616541353
"18","Chatham_Strait",2014,9.97685463659148,8.26616541353383
"19","Chatham_Strait",2015,10.6611654135338,9.01872180451128
"20","Chatham_Strait",2016,10.9685714285714,8.96582706766917
"21","Chatham_Strait",2017,9.67160401002506,7.77169172932331
"22","Chatham_Strait",2018,9.91196741854637,7.52789473684211
"23","Chatham_Strait",2019,10.5013032581454,8.36710526315789
"24","Chatham_Strait",2020,9.97652882205514,8.19248120300752
"25","Icy_Strait",1997,10.4306349206349,7.1702380952381
"26","Icy_Strait",1998,10.1515079365079,7.39857142857143
"27","Icy_Strait",1999,9.29880952380952,6.32833333333333
"28","Icy_Strait",2000,10.0795238095238,7.09952380952381
"29","Icy_Strait",2001,9.66619047619048,6.535
"30","Icy_Strait",2002,9.44031746031746,6.30952380952381
"31","Icy_Strait",2003,10.1999206349206,7.42428571428571
"32","Icy_Strait",2004,10.8742063492063,7.75047619047619
"33","Icy_Strait",2005,11.3001587301587,8.58119047619048
"34","Icy_Strait",2006,10.3581746031746,6.89976190476191
"35","Icy_Strait",2007,9.61492063492063,6.73285714285714
"36","Icy_Strait",2008,9.00674603174603,6.50261904761905
"37","Icy_Strait",2009,10.3105555555556,7.4552380952381
"38","Icy_Strait",2010,10.1326984126984,7.92428571428571
"39","Icy_Strait",2011,10.0819047619048,7.02309523809524
"40","Icy_Strait",2012,9.40174603174603,7.00785714285714
"41","Icy_Strait",2013,10.1226984126984,6.40571428571429
"42","Icy_Strait",2014,10.4459523809524,8.1397619047619
"43","Icy_Strait",2015,10.9712698412698,8.54142857142857
"44","Icy_Strait",2016,11.8415079365079,8.965
"45","Icy_Strait",2017,10.0292063492063,7.4152380952381
"46","Icy_Strait",2018,10.3009523809524,7.08642857142857
"47","Icy_Strait",2019,11.1007936507937,7.99880952380952
"48","Icy_Strait",2020,10.7289682539683,8.18904761904762
"49","NSEAK",1997,10.0192807539683,7.34716517857143
"50","NSEAK",1998,9.89283978174603,7.65258928571429
"51","NSEAK",1999,8.92890128968254,6.69960565476191
"52","NSEAK",2000,9.70470486111111,7.23441220238095
"53","NSEAK",2001,9.2218005952381,6.65941964285714
"54","NSEAK",2002,9.05453373015873,6.39295386904762
"55","NSEAK",2003,9.85811011904762,7.57154017857143
"56","NSEAK",2004,10.3810143849206,7.89277529761905
"57","NSEAK",2005,10.6308606150794,8.41781994047619
"58","NSEAK",2006,9.7206746031746,6.9797693452381
"59","NSEAK",2007,9.43525545634921,6.89877976190476
"60","NSEAK",2008,8.64508928571428,6.63725446428571
"61","NSEAK",2009,9.77366567460317,7.32075148809524
"62","NSEAK",2010,9.62372271825397,7.75556547619048
"63","NSEAK",2011,9.66503224206349,7.25180803571429
"64","NSEAK",2012,9.14128224206349,6.95198660714286
"65","NSEAK",2013,9.67311755952381,6.58873511904762
"66","NSEAK",2014,10.0286185515873,8.15386904761905
"67","NSEAK",2015,10.8053670634921,8.91893601190476
"68","NSEAK",2016,11.1806349206349,8.91706845238095
"69","NSEAK",2017,9.82143601190476,7.75
"70","NSEAK",2018,10.1059771825397,7.53389136904762
"71","NSEAK",2019,10.8712574404762,8.42301339285714
"72","NSEAK",2020,10.2291443452381,8.26447172619048
