"","region","year","SST_MJJ","SST_May","SST_AMJJ","SST_AMJ"
"1","Chatham",1997,10.0809797657082,7.47750798722045,8.82947284345048,7.58814696485623
"2","Chatham",1998,9.85050053248136,7.83009584664537,8.91097444089457,7.88161874334398
"3","Chatham",1999,8.89863684771033,6.8382428115016,8.04951277955272,7.11505857294995
"4","Chatham",2000,9.69765708200213,7.34070287539936,8.62302715654952,7.52384451544196
"5","Chatham",2001,9.15425985090522,6.74124600638978,8.18315495207668,7.12110756123536
"6","Chatham",2002,8.97076677316294,6.3864856230032,7.84581469648562,6.6410649627263
"7","Chatham",2003,9.91889243876464,7.71271565495208,8.90372204472843,7.84544195953142
"8","Chatham",2004,10.43404685836,7.94329073482428,9.21928115015974,7.96404685835996
"9","Chatham",2005,10.6677635782748,8.51386581469649,9.47945686900959,8.44352502662407
"10","Chatham",2006,9.77604898828541,7.15987220447284,8.67561501597444,7.58341853035144
"11","Chatham",2007,9.52198083067093,7.04220447284345,8.40757188498403,7.26692225772098
"12","Chatham",2008,8.64585729499468,6.77421725239617,7.68832268370607,6.8307774227902
"13","Chatham",2009,9.74788072417465,7.29798722044728,8.45727635782748,7.34958466453674
"14","Chatham",2010,9.64541001064963,7.9691054313099,8.66170127795527,7.92584664536741
"15","Chatham",2011,9.59128860489883,7.31242811501597,8.49277156549521,7.54776357827476
"16","Chatham",2012,9.1682428115016,7.07156549520767,8.18186102236422,7.22414270500532
"17","Chatham",2013,9.65623003194888,6.74130990415336,8.44179712460064,7.2136315228967
"18","Chatham",2014,9.97517571884984,8.16523961661342,8.75579872204473,7.76768903088392
"19","Chatham",2015,10.6215228966986,8.87376996805112,9.55448881789137,8.73
"20","Chatham",2016,11.0371458998935,8.91552715654952,10.0336900958466,9.06814696485623
"21","Chatham",2017,9.65490947816826,7.6529392971246,8.69582268370607,7.75966986155484
"22","Chatham",2018,9.87067092651757,7.40354632587859,8.7536821086262,7.61429179978701
"23","Chatham",2019,10.470244941427,8.24399361022364,9.45554313099042,8.35493077742279
"24","Chatham",2020,9.99387646432375,8.0894249201278,8.83537539936102,7.86030883919063
"25","Chatham",2021,10.0608306709265,7.24856230031949,8.89515974440895,7.62919062832801
"26","Chatham",2022,10.1743769968051,7.51507987220447,8.91800319488818,7.64171458998935
"27","Chatham",2023,9.79854100106496,7.52808306709265,8.60632587859425,7.40346112886049
"28","Chatham",2024,9.71149094781683,7.76472843450479,8.82162939297125,7.91511182108626
"29","Chatham",2025,9.49239616613418,7.46990415335463,8.55996805111821,7.57072417465389
"30","Icy_Strait",1997,10.2951904761905,7.00714285714286,8.82842857142857,7.30247619047619
"31","Icy_Strait",1998,9.967,7.34328571428571,8.84707142857143,7.55995238095238
"32","Icy_Strait",1999,9.08457142857143,6.16957142857143,8.02346428571428,6.78457142857143
"33","Icy_Strait",2000,9.93938095238095,7.02357142857143,8.67467857142857,7.35
"34","Icy_Strait",2001,9.56680952380952,6.478,8.39935714285714,7.0817619047619
"35","Icy_Strait",2002,9.33633333333333,6.26357142857143,8.01992857142857,6.5982380952381
"36","Icy_Strait",2003,10.0813333333333,7.28628571428571,8.88217857142857,7.53171428571429
"37","Icy_Strait",2004,10.6775714285714,7.52871428571429,9.25092857142857,7.68780952380952
"38","Icy_Strait",2005,11.1568571428571,8.40485714285714,9.64085714285714,8.25557142857143
"39","Icy_Strait",2006,10.1923333333333,6.83857142857143,8.86071428571429,7.48780952380952
"40","Icy_Strait",2007,9.49485714285714,6.548,8.16132142857143,6.86666666666667
"41","Icy_Strait",2008,8.84966666666667,6.42771428571429,7.72364285714286,6.67985714285714
"42","Icy_Strait",2009,9.93642857142857,7.18685714285714,8.466,7.2197619047619
"43","Icy_Strait",2010,9.87276190476191,7.70871428571429,8.68089285714286,7.80790476190476
"44","Icy_Strait",2011,9.84371428571428,6.80985714285714,8.47453571428571,7.17880952380952
"45","Icy_Strait",2012,9.23204761904762,6.92485714285714,8.10417857142857,7.06695238095238
"46","Icy_Strait",2013,9.88071428571429,6.36985714285714,8.45214285714286,6.97395238095238
"47","Icy_Strait",2014,10.2341428571429,7.89728571428571,8.81025,7.62295238095238
"48","Icy_Strait",2015,10.7254761904762,8.34114285714286,9.43071428571429,8.29247619047619
"49","Icy_Strait",2016,11.6458095238095,8.80671428571429,10.3709285714286,9.13766666666667
"50","Icy_Strait",2017,9.81995238095238,7.21571428571429,8.66257142857143,7.50671428571429
"51","Icy_Strait",2018,9.98638095238095,6.92057142857143,8.739,7.43271428571429
"52","Icy_Strait",2019,10.7387142857143,7.78657142857143,9.51403571428571,8.09914285714286
"53","Icy_Strait",2020,10.3971428571429,7.834,9.04857142857143,7.85561904761905
"54","Icy_Strait",2021,10.2593333333333,6.91357142857143,8.90664285714286,7.468
"55","Icy_Strait",2022,10.342380952381,7.13442857142857,8.88478571428571,7.40285714285714
"56","Icy_Strait",2023,9.71533333333333,7.12671428571429,8.43117857142857,7.09590476190476
"57","Icy_Strait",2024,9.86052380952381,7.40742857142857,8.79767857142857,7.64580952380952
"58","Icy_Strait",2025,9.40885714285714,7.055,8.34110714285714,7.19452380952381
"59","NSEAK",1997,10.0192807539683,7.34716517857143,8.70704055059524,7.40498759920635
"60","NSEAK",1998,9.89283978174603,7.65258928571429,8.84668712797619,7.70632688492063
"61","NSEAK",1999,8.92890128968254,6.69960565476191,7.98409970238095,6.94824404761905
"62","NSEAK",2000,9.70470486111111,7.23441220238095,8.56715029761905,7.3898189484127
"63","NSEAK",2001,9.2218005952381,6.65941964285714,8.17350074404762,7.01133928571429
"64","NSEAK",2002,9.05453373015873,6.39295386904762,7.88348586309524,6.61446676587302
"65","NSEAK",2003,9.85811011904762,7.57154017857143,8.75826264880952,7.60409970238095
"66","NSEAK",2004,10.3810143849206,7.89277529761905,9.09017485119048,7.78638640873016
"67","NSEAK",2005,10.6308606150794,8.41781994047619,9.35184709821429,8.25568204365079
"68","NSEAK",2006,9.7206746031746,6.9797693452381,8.55011532738095,7.36332837301587
"69","NSEAK",2007,9.43525545634921,6.89877976190476,8.23724144345238,7.03100694444444
"70","NSEAK",2008,8.64508928571428,6.63725446428571,7.6270740327381,6.73752232142857
"71","NSEAK",2009,9.77366567460317,7.32075148809524,8.39628348214286,7.23837549603175
"72","NSEAK",2010,9.62372271825397,7.75556547619048,8.54039992559524,7.71921875
"73","NSEAK",2011,9.66503224206349,7.25180803571429,8.43703683035714,7.43644841269841
"74","NSEAK",2012,9.14128224206349,6.95198660714286,8.08848586309524,7.10255704365079
